Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"update (single, middle, whnf)/1000/Vector",4.820630051521227e-7,4.781545197197956e-7,4.858118243675821e-7,1.2833015135284676e-8,1.0775551875923356e-8,1.574526776560088e-8
"update (single, middle, whnf)/1000/PVector",3.308072992823151e-8,3.3073900267761346e-8,3.3089043652818136e-8,2.4735076968341247e-11,2.052713317714717e-11,3.0387621640465134e-11
"update (single, middle, whnf)/1000/Seq",6.792879113393003e-8,6.787255641456386e-8,6.798528852126108e-8,1.8616202855430612e-10,1.4565363797691975e-10,2.409323271493275e-10
foldl' (+)/1000/[],1.4070635262733834e-6,1.4064357681232807e-6,1.4081585687015196e-6,2.7442447407733353e-9,1.4819449978800567e-9,4.234304144448984e-9
foldl' (+)/1000/Vector,1.1037006748110112e-6,1.1032203776490021e-6,1.1046312104645763e-6,2.125085984850824e-9,1.193238883124547e-9,3.6810932245682435e-9
foldl' (+)/1000/PVector,6.277125916862989e-7,6.276291279882825e-7,6.278152213303317e-7,3.1274371404736566e-10,2.44881615879939e-10,3.9058942109228176e-10
foldl' (+)/1000/Seq,2.8175779007297958e-6,2.8162071669661425e-6,2.818848580688666e-6,4.298750448751823e-9,3.277679824914235e-9,5.592669627747498e-9
foldr (:) []/1000/[],1.270924990710226e-6,1.2708100338491864e-6,1.271097328355037e-6,4.66047345995661e-10,3.033706008023019e-10,6.913732477318531e-10
foldr (:) []/1000/Vector,4.1089856574189195e-6,4.107284804302976e-6,4.111416067652887e-6,6.447214163769982e-9,5.020791545195108e-9,9.842946074161042e-9
foldr (:) []/1000/PVector,7.522011524795e-6,7.519993017133961e-6,7.524077359153087e-6,7.353447087030088e-9,6.070427170474639e-9,9.288180162802315e-9
foldr (:) []/1000/Seq,3.5461309677654324e-6,3.542253272916438e-6,3.5497239348014696e-6,1.280125834216761e-8,1.051448017793726e-8,1.7798281992015396e-8
map (+1)/1000/[],8.509831909629235e-6,8.500232011269087e-6,8.51928543995601e-6,3.1537342571796244e-8,2.7274107956615566e-8,3.943671581008322e-8
map (+1)/1000/Vector,5.733798178549689e-6,5.7312648370028205e-6,5.7363424209553504e-6,8.418070785852043e-9,6.845100923914982e-9,1.0540080242437404e-8
map (+1)/1000/PVector,1.1178385732291227e-5,1.1171085322482639e-5,1.1183954733067621e-5,2.2116156501981676e-8,1.672555253334133e-8,2.8132686562948725e-8
map (+1)/1000/Seq,1.0196706821632069e-5,1.0194185895158285e-5,1.019949757801257e-5,8.936813850246331e-9,7.362839731446426e-9,1.1238324302372286e-8
filter even/1000/[],4.990266491477044e-6,4.98950229939859e-6,4.99122025636376e-6,3.0551795834549237e-9,2.4017085580372805e-9,4.358063436061792e-9
filter even/1000/Vector,2.4949894965356177e-6,2.4901413666877886e-6,2.500956193555864e-6,1.7451505393170487e-8,1.43776276573155e-8,2.3195179091976063e-8
filter even/1000/PVector,9.226015979139215e-6,9.22249198269147e-6,9.229489625943814e-6,1.1455812827856753e-8,9.859565042937245e-9,1.3632097189898694e-8
filter even/1000/Seq,8.714730385119991e-6,8.710511505740858e-6,8.718923454088488e-6,1.3688089750464997e-8,1.1359537906297293e-8,1.6807095544527753e-8
reverse/1000/[],3.5396491203629873e-6,3.5377134402418047e-6,3.5420221297773825e-6,7.268919671012549e-9,5.775676794407689e-9,1.053635831774909e-8
reverse/1000/Vector,2.277679947572947e-6,2.274446937151447e-6,2.280930280195299e-6,1.0501443628725261e-8,8.869658871481985e-9,1.2618566804700596e-8
reverse/1000/PVector,1.900914920632149e-5,1.9004209421771757e-5,1.901573183566969e-5,1.983340676893278e-8,1.6439282114276593e-8,2.398703519247753e-8
reverse/1000/Seq,9.925356967959707e-6,9.922156477950813e-6,9.932585723562507e-6,1.4953531336044627e-8,7.330356539896701e-9,2.8159791180206873e-8
append/1000/[],5.514525190151116e-6,5.513326265700077e-6,5.516309058775382e-6,4.6338147273643366e-9,3.5591980205081926e-9,7.498303406394243e-9
append/1000/Vector,2.7857829423300394e-6,2.778527926876718e-6,2.7944319465321336e-6,2.5636558844915823e-8,2.1520081160991657e-8,3.1386991418557124e-8
append/1000/PVector,3.601465827085819e-5,3.598949267260685e-5,3.6032654458317546e-5,7.219054403238502e-8,5.5441960652725013e-8,1.2280135911008574e-7
append/1000/Seq,7.392952550932818e-6,7.390817996713592e-6,7.395679410361191e-6,8.058004814426869e-9,5.958845505354658e-9,1.0883821710725438e-8
cons (build n)/1000/[] (:),1.3480802386185767e-6,1.3475437944441297e-6,1.3487827007534117e-6,2.0811813207451964e-9,1.6226924649517527e-9,2.8408719296554396e-9
cons (build n)/1000/Vector cons,2.960002062750175e-4,2.950412107362087e-4,2.9691973136827723e-4,3.2179720766637315e-6,2.672466383269987e-6,4.061303553385108e-6
cons (build n)/1000/PVector cons,3.689619739041873e-2,3.653646518364029e-2,3.724878286654264e-2,7.770582340683076e-4,6.233411682095417e-4,1.0873529911688434e-3
cons (build n)/1000/Seq <|,1.4895448469863597e-5,1.4889846877156676e-5,1.49028790905807e-5,2.2416923913295614e-8,1.6572065483106524e-8,3.537446338009485e-8
replicate/1000/[],4.4589751669512e-6,4.457388117888175e-6,4.460546019509853e-6,5.212183087698945e-9,4.385791540047302e-9,6.311226276779824e-9
replicate/1000/Vector,1.4532871717085772e-6,1.4496754422660062e-6,1.457468077953921e-6,1.3097097842412405e-8,1.1197938460556181e-8,1.5669088146032528e-8
replicate/1000/PVector,9.621356479322628e-6,9.617385493946719e-6,9.625748514298556e-6,1.3882089306926917e-8,1.0891971878739865e-8,1.8215944406869213e-8
replicate/1000/Seq,3.826150745987062e-6,3.822942230385061e-6,3.832157521328079e-6,1.4169547239656698e-8,7.762884813423442e-9,2.1990825253633112e-8
length/1000/[],1.2704739083540057e-6,1.2704063481587603e-6,1.2705416994643946e-6,2.3038042462862583e-10,1.817739592476008e-10,2.976458785372199e-10
length/1000/Vector,7.827064021508767e-9,7.790030876310297e-9,7.914834165565274e-9,1.784513784511123e-10,5.324227379076745e-11,3.312796929117552e-10
length/1000/PVector,7.766554115561515e-9,7.765586857549432e-9,7.767505391846403e-9,3.335049237186937e-12,2.486162865214688e-12,4.423694548734205e-12
length/1000/Seq,7.780900253807277e-9,7.780211639900632e-9,7.781842594158958e-9,2.6793139897087844e-12,2.1202278586365347e-12,3.2339347805475434e-12
null/1000/[],7.87474560122038e-9,7.874134944490448e-9,7.875949595663151e-9,2.847510408899142e-12,1.8631927756421364e-12,5.0473469833698575e-12
null/1000/Vector,7.88796042438512e-9,7.886577921978406e-9,7.89006611302211e-9,5.736912246611164e-12,4.091029818331634e-12,9.433244312993922e-12
null/1000/PVector,8.344024024483417e-9,8.340286288960515e-9,8.348273809146908e-9,1.3476037978689786e-11,1.0875752390479692e-11,1.6842131116158032e-11
null/1000/Seq,7.885265624988972e-9,7.884042929177296e-9,7.886871286351374e-9,4.435506061302691e-12,2.9661948876042945e-12,5.795203480051934e-12
chunk foldl' (+)/1000/PVector foldChunks,1.167340239519644e-6,1.1550830312865507e-6,1.1838008855253226e-6,4.8497599658284774e-8,3.7330172848987277e-8,6.359941718271277e-8
unsnoc (drain n)/1000/PVector,9.754529002929733e-6,9.75167892340351e-6,9.756937947947552e-6,8.57503772687898e-9,6.972126701363633e-9,1.0747326307149517e-8
