Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"update (single, middle, whnf)/1000/PVector",3.4322828364300606e-8,3.431474605551903e-8,3.4333785486360114e-8,3.228360476522537e-11,2.3857273977549735e-11,5.0378974084901644e-11
"update (single, middle, whnf)/1000/Seq",6.611278953731366e-8,6.598868279809944e-8,6.622461236056363e-8,4.0679471257704216e-10,3.4944232611114815e-10,4.816216868163441e-10
foldl' (+)/1000/[],1.4046079301065638e-6,1.4040405883647585e-6,1.4051086560914609e-6,1.867039783392754e-9,1.5959341022811852e-9,2.2496114338267207e-9
foldl' (+)/1000/Vector,1.1032851348618788e-6,1.1030773931781737e-6,1.1035917124044198e-6,8.373498019593344e-10,5.554952833345884e-10,1.2510239060405868e-9
foldl' (+)/1000/PVector,6.307150843278345e-7,6.301757374863658e-7,6.3126461990103e-7,1.8032531064807358e-9,1.4862854986427367e-9,2.2955054728612433e-9
foldl' (+)/1000/Seq,2.8329826278468805e-6,2.8303539597518e-6,2.8459996920903285e-6,1.5563438441195185e-8,6.208400540679512e-9,3.4818616059890536e-8
foldr (:) []/1000/[],1.269868192249921e-6,1.2696427662092203e-6,1.2705690293710792e-6,1.2133115451356506e-9,3.2776734578026836e-10,2.6529142467384676e-9
foldr (:) []/1000/Vector,4.643682027660657e-6,4.642073866278711e-6,4.6457983317219326e-6,6.3207179149702835e-9,5.310240445297368e-9,7.99273367022912e-9
foldr (:) []/1000/PVector,8.239942159733318e-6,8.237460122271174e-6,8.2432449236268e-6,9.527397465213547e-9,7.246721730025728e-9,1.4881440236391201e-8
foldr (:) []/1000/Seq,3.2557769911911473e-6,3.252561915427036e-6,3.259937808293247e-6,1.2433489042195239e-8,1.0376812184573835e-8,1.6516821830808786e-8
map (+1)/1000/[],9.609324064715537e-6,9.603375989873692e-6,9.615314579325536e-6,1.864438904317774e-8,1.526946070481663e-8,2.318835156467481e-8
map (+1)/1000/Vector,6.217427724345221e-6,6.213341961152725e-6,6.228537592954024e-6,2.1064120808295978e-8,7.327638890729971e-9,4.1449918486803114e-8
map (+1)/1000/PVector,1.1341335727032819e-5,1.1338247624973133e-5,1.1344474657429857e-5,1.0191528416173771e-8,8.044630080979916e-9,1.2916439526853632e-8
map (+1)/1000/Seq,9.541016830939046e-6,9.538761792508309e-6,9.543292511055477e-6,7.384941325219051e-9,5.974887711250838e-9,1.032979579911325e-8
filter even/1000/[],4.7719107611150774e-6,4.769882580234966e-6,4.776369821263195e-6,9.475979602671797e-9,3.306337989648782e-9,1.539275590727699e-8
filter even/1000/Vector,2.557483583425634e-6,2.555142913956763e-6,2.559706876779229e-6,7.324553728350146e-9,5.771488626968888e-9,9.136524460444074e-9
filter even/1000/PVector,9.860165909246072e-6,9.855808961406022e-6,9.864444168058178e-6,1.3290968021666426e-8,1.0680140558239982e-8,1.7822376222799433e-8
filter even/1000/Seq,8.635310802194012e-6,8.626764985457275e-6,8.645389169023707e-6,3.1820656989678345e-8,2.3647319653884162e-8,4.543644965339969e-8
reverse/1000/[],3.519587480672212e-6,3.5189000080022844e-6,3.520221925414179e-6,2.362463201666806e-9,1.8312773363248575e-9,3.3076468089985737e-9
reverse/1000/Vector,2.3989770175468256e-6,2.3960977209977853e-6,2.402740099502753e-6,1.1066143843100177e-8,9.145786934226854e-9,1.469596062336381e-8
reverse/1000/PVector,1.4846210960049171e-5,1.4839486196657373e-5,1.4858843374111781e-5,3.0749931541407156e-8,1.8696467693672498e-8,5.3409869413359564e-8
reverse/1000/Seq,9.979678386897049e-6,9.97643147713274e-6,9.982810525859449e-6,1.084600784684828e-8,8.96842216935799e-9,1.3266495123428888e-8
append/1000/[],6.74506924290458e-6,6.743202942499199e-6,6.746748041642712e-6,5.738851793436855e-9,4.680758625991929e-9,7.308204466226588e-9
append/1000/Vector,3.0581008724389217e-6,3.0510950449080245e-6,3.067630926509519e-6,2.5589734664565686e-8,1.7858573986930756e-8,3.8349792817657304e-8
append/1000/PVector,4.16487407607603e-5,4.163163830104735e-5,4.167243933481994e-5,6.628011836923127e-8,4.6526791007066e-8,1.0370633713278027e-7
append/1000/Seq,6.306804497407452e-6,6.305104129899207e-6,6.308572502194988e-6,5.867759058228911e-9,4.381885921641805e-9,8.72140110213982e-9
cons (build n)/1000/[] (:),1.4683333557397803e-6,1.4670788399397717e-6,1.4697911772175883e-6,4.5445259753036044e-9,3.762487742338131e-9,5.979500743911281e-9
cons (build n)/1000/Vector cons,3.0457671085874056e-4,3.035745731221634e-4,3.0543800028723735e-4,3.2300270671187113e-6,2.629481872342961e-6,3.925685485334392e-6
cons (build n)/1000/PVector cons,3.421002990543015e-2,3.367681331770668e-2,3.4931116837393854e-2,1.2698278958593462e-3,7.931823415571364e-4,1.7422439736288818e-3
cons (build n)/1000/Seq <|,1.421437687928149e-5,1.4205976505773714e-5,1.4227490682859595e-5,3.55407098641375e-8,2.6170845511157715e-8,5.378162729316983e-8
replicate/1000/[],4.255933518695488e-6,4.254436920588929e-6,4.257723551853186e-6,5.563317784789601e-9,4.6647726913490294e-9,7.348801337709383e-9
replicate/1000/Vector,1.5463798340688058e-6,1.5433714277028202e-6,1.5497759691181369e-6,1.0480499933618378e-8,8.902956478897999e-9,1.3164809906942575e-8
replicate/1000/PVector,6.279839698705643e-6,6.27857388644121e-6,6.281064653206083e-6,4.237760918961781e-9,3.523788715513229e-9,5.448961549077254e-9
replicate/1000/Seq,3.229654792842791e-6,3.2287597921789253e-6,3.2305656200536416e-6,3.0233747343397777e-9,2.7221090039356136e-9,3.416216441068793e-9
length/1000/[],1.2900488424876414e-6,1.2899161465033856e-6,1.2902109291681522e-6,4.971646869351695e-10,3.828203996277238e-10,6.776185503125376e-10
length/1000/Vector,7.560816107281188e-9,7.55983093271666e-9,7.562244626547298e-9,4.0163434472648354e-12,3.055683724387786e-12,5.707025529592532e-12
length/1000/PVector,7.557085430799366e-9,7.555413351191156e-9,7.560043251398687e-9,7.392931129114995e-12,4.597237781211532e-12,1.2708175162938301e-11
length/1000/Seq,7.568078079019692e-9,7.566156092875257e-9,7.570705609695615e-9,7.378824008957467e-12,5.77337974045894e-12,9.88711315988986e-12
null/1000/[],7.680101025469085e-9,7.678588652320565e-9,7.681911495745802e-9,5.531536214131383e-12,4.015645427549201e-12,8.074174827992227e-12
null/1000/Vector,7.641191651539707e-9,7.64004083828132e-9,7.642429766120172e-9,4.265541959230898e-12,3.5940342849191563e-12,5.585380862105267e-12
null/1000/PVector,7.639322567681536e-9,7.63691458801834e-9,7.642953866020236e-9,9.41072531409571e-12,6.202766801930005e-12,1.5606953865881334e-11
null/1000/Seq,7.901550567141507e-9,7.898894810602515e-9,7.90849237392921e-9,1.275807982211153e-11,5.0059745222218954e-12,2.351142663123694e-11
chunk foldl' (+)/1000/PVector foldChunks,1.3053389540635572e-6,1.2706460318038414e-6,1.3346256292841148e-6,1.0314406826316693e-7,9.124311562093542e-8,1.145699374860262e-7
unsnoc (drain n)/1000/PVector,9.710717078237431e-6,9.707951842938326e-6,9.713507940475993e-6,9.132142345738392e-9,7.362236874646698e-9,1.1339938594885295e-8
