Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"update (single, middle, whnf)/1000/Vector",4.0499884916158376e-7,4.035198391691702e-7,4.071014367144901e-7,5.79258162666975e-9,4.106119627525054e-9,7.778202411082607e-9
"update (single, middle, whnf)/1000/PVector",3.369534427320103e-8,3.360172947575693e-8,3.392470506322814e-8,4.652458152049208e-10,2.09420925989426e-10,8.59637273687573e-10
"update (single, middle, whnf)/1000/Seq",7.296522746469282e-8,7.205906652432709e-8,7.382169410932988e-8,2.919243424358734e-9,2.507519266569504e-9,3.3825556583500585e-9
foldl' (+)/1000/[],1.4076685926747052e-6,1.40590802780691e-6,1.4130168720243756e-6,9.401825768511035e-9,4.064095355792883e-9,1.8273566646433502e-8
foldl' (+)/1000/Vector,1.1028867592187155e-6,1.1027933564455763e-6,1.1029940691287753e-6,3.2382230415827477e-10,2.459491930815637e-10,4.6093933980298204e-10
foldl' (+)/1000/PVector,6.287465752757686e-7,6.284098343107119e-7,6.291202946958098e-7,1.2280249498755182e-9,9.9705440361732e-10,1.5842305807311686e-9
foldl' (+)/1000/Seq,2.6926201657187016e-6,2.6908064439369505e-6,2.6948428326198036e-6,6.463158373516517e-9,5.36016527269373e-9,8.524048112804223e-9
foldr (:) []/1000/[],1.2744529289783908e-6,1.2734080553195498e-6,1.2755054442737862e-6,3.4798160957944397e-9,2.9398550629688304e-9,3.903394042752776e-9
foldr (:) []/1000/Vector,4.520258972419225e-6,4.518722264327732e-6,4.521574531637488e-6,4.904674725884826e-9,4.060677885694526e-9,5.8735364656494e-9
foldr (:) []/1000/PVector,7.239263273640983e-6,7.237100575339622e-6,7.241428978395062e-6,7.625124854378005e-9,6.439770244122736e-9,9.454739951781406e-9
foldr (:) []/1000/Seq,3.2756311474462894e-6,3.273883363866403e-6,3.277346992923782e-6,5.994878457084939e-9,5.053444186740038e-9,7.23149946179418e-9
map (+1)/1000/[],8.752470098106503e-6,8.74541270733744e-6,8.75877556006384e-6,2.192060392840354e-8,1.8424001956590353e-8,2.6285208383783955e-8
map (+1)/1000/Vector,5.828375100393704e-6,5.826657573542094e-6,5.830155512289061e-6,6.115704245229145e-9,5.266769770886067e-9,7.076704434117849e-9
map (+1)/1000/PVector,1.0510330925912405e-5,1.050710132357989e-5,1.0513500840186707e-5,1.0827943949041225e-8,8.974418302735897e-9,1.3416540876612318e-8
map (+1)/1000/Seq,9.855480831283992e-6,9.853650245303572e-6,9.857207578239168e-6,5.948072002689317e-9,4.95382294113763e-9,7.6605403633034e-9
filter even/1000/[],4.95581114913264e-6,4.94302520305941e-6,4.969027262518412e-6,4.3832575280236794e-8,3.845582319568121e-8,5.0042719252388614e-8
filter even/1000/Vector,2.3775971390404316e-6,2.3769126632045033e-6,2.3784867370828875e-6,2.6272068771723065e-9,1.9339109260310937e-9,3.824921288119906e-9
filter even/1000/PVector,9.64917015793821e-6,9.644807833953329e-6,9.653058730790056e-6,1.4248648739384628e-8,1.2399761268695797e-8,1.721565621090298e-8
filter even/1000/Seq,8.677752100383142e-6,8.673394506923555e-6,8.681593432827655e-6,1.4494465549292383e-8,1.176707293506332e-8,1.817891812521344e-8
reverse/1000/[],3.5192375352756923e-6,3.5187814253362902e-6,3.51985957149987e-6,1.792539616802191e-9,1.3224845057252847e-9,2.465726053981105e-9
reverse/1000/Vector,2.2374724600008977e-6,2.233618862205103e-6,2.24230582815867e-6,1.3863296697546485e-8,1.1555973428838457e-8,1.618960272298521e-8
reverse/1000/PVector,1.3257221753334305e-5,1.3249984988286508e-5,1.326239528580415e-5,2.0215887707691515e-8,1.589633881351686e-8,2.7188952674511517e-8
reverse/1000/Seq,9.410583096602332e-6,9.408458683081917e-6,9.415448933817039e-6,1.0462691799404882e-8,5.4279940848928726e-9,1.9659423581900372e-8
append/1000/[],5.575011197224025e-6,5.573304340856626e-6,5.576367383922119e-6,5.057868263406931e-9,3.937166513981542e-9,6.9665615445819484e-9
append/1000/Vector,2.7073488489870027e-6,2.703732943934937e-6,2.710826784295285e-6,1.1782855100304671e-8,9.718996183593372e-9,1.591769311697456e-8
append/1000/PVector,2.0756095321951195e-5,2.0740286066481258e-5,2.0778384235520693e-5,5.9295460310948525e-8,4.5401345177872854e-8,8.101889713060215e-8
append/1000/Seq,6.6893827860447105e-6,6.687790940959402e-6,6.6917233057361775e-6,6.062972394816964e-9,4.858185237620447e-9,8.385874290943981e-9
cons (build n)/1000/[] (:),1.3770598854392331e-6,1.3667951677769263e-6,1.3920307349199903e-6,4.1262412104671906e-8,3.035225011810186e-8,5.2749979274419434e-8
cons (build n)/1000/Vector cons,2.666629713494459e-4,2.6651501038687587e-4,2.6685834507631894e-4,5.812606334731029e-7,4.36426235517772e-7,8.317807032790744e-7
cons (build n)/1000/PVector cons,3.429389626821901e-2,3.3817587057746235e-2,3.4863301835950954e-2,1.1105767223241975e-3,7.816074010140002e-4,1.7575816375652179e-3
cons (build n)/1000/Seq <|,1.476643427869734e-5,1.4762137939849512e-5,1.4770774744344688e-5,1.3871819004718295e-8,1.1439585141189242e-8,1.8617845548509336e-8
replicate/1000/[],4.1609421654620436e-6,4.159385822470102e-6,4.162903017446967e-6,6.19711880935426e-9,4.956749553678599e-9,8.620817555997364e-9
replicate/1000/Vector,1.4218976240619399e-6,1.4207507982336371e-6,1.4230716434462097e-6,3.8932659558184795e-9,3.090380015128254e-9,5.100396542639273e-9
replicate/1000/PVector,5.5825925964167906e-6,5.580369215351661e-6,5.584526093638232e-6,6.963037976000203e-9,5.361245459506412e-9,1.0695548110027831e-8
replicate/1000/Seq,3.313177488508921e-6,3.307852323336828e-6,3.3195675913044743e-6,2.0127944340047007e-8,1.5260956922277242e-8,2.644298042938899e-8
length/1000/[],1.2751110682122404e-6,1.2744793064189746e-6,1.2758864831049024e-6,2.439011379619134e-9,1.8140059701483808e-9,3.2726872337535724e-9
length/1000/Vector,6.923617911048775e-9,6.9221190720788425e-9,6.924971520024592e-9,4.9831856309810334e-12,4.31080267024104e-12,5.860185299716036e-12
length/1000/PVector,7.018788546275314e-9,7.012091779155518e-9,7.024766951331281e-9,2.1547229296378496e-11,2.008429407701585e-11,2.360307217029337e-11
length/1000/Seq,7.135181095462395e-9,7.129935599543685e-9,7.152291220483616e-9,2.7614501541733985e-11,1.0028258071094415e-11,5.5188897803225167e-11
null/1000/[],6.975235628911374e-9,6.9743815523674084e-9,6.9769848095258586e-9,3.88660991725766e-12,2.6161269894494264e-12,6.363429918190865e-12
null/1000/Vector,7.519345736336941e-9,7.503371464763696e-9,7.538042494674887e-9,5.935190410367244e-11,4.9835638963298095e-11,7.382011291240124e-11
null/1000/PVector,6.861657409871489e-9,6.857295841202937e-9,6.86598079257147e-9,1.3762321160956965e-11,1.1625795170308225e-11,1.650385695433573e-11
null/1000/Seq,7.2260993506780076e-9,7.223886533273745e-9,7.229652069992693e-9,9.110099286592243e-12,5.872948154973744e-12,1.3368601628724884e-11
chunk foldl' (+)/1000/PVector foldChunks,1.297347466862279e-6,1.2698565855276012e-6,1.3267884714296254e-6,9.751465327295357e-8,8.662607047481755e-8,1.1128949465196236e-7
unsnoc (drain n)/1000/PVector,9.872093921308063e-6,9.868189227086565e-6,9.876180392776998e-6,1.4108913914796729e-8,1.0561905507269902e-8,2.0915734338574512e-8
