Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"update (single, middle, whnf)/1000/PVector",3.3172707382825723e-8,3.3122967323230636e-8,3.324325694323669e-8,1.976796925627546e-10,1.5269636548440244e-10,2.7210516193520833e-10
"update (single, middle, whnf)/1000/Seq",6.557961177448411e-8,6.549212824679953e-8,6.567572700881641e-8,2.9070930951920944e-10,2.490347867857953e-10,3.79538042915387e-10
"update (single, middle, whnf)/10000/Vector",6.6624034419022595e-6,6.630145328942997e-6,6.69619805723573e-6,1.160543573747853e-7,1.001660188635435e-7,1.3779388840440666e-7
"update (single, middle, whnf)/10000/PVector",4.5945164201989344e-8,4.590618749101024e-8,4.6025029383193863e-8,1.6802794664935852e-10,9.130315311467633e-11,2.940151882227051e-10
"update (single, middle, whnf)/10000/Seq",9.350191288025014e-8,9.335779223620891e-8,9.366311239081998e-8,5.206478179917608e-10,4.309786501688762e-10,6.653429156769018e-10
foldl' (+)/100/[],1.460098314872016e-7,1.457383317228661e-7,1.4633522692684618e-7,1.0171825575592465e-9,8.371624444878019e-10,1.2914380404791677e-9
foldl' (+)/100/Vector,1.1504704310616826e-7,1.1487134019162965e-7,1.1530610854257587e-7,7.409291007359343e-10,5.248910039552527e-10,1.0478510862008516e-9
foldl' (+)/100/PVector,9.47705933725759e-8,9.462624632230565e-8,9.496030706965548e-8,5.782756803462315e-10,4.4706929755512333e-10,7.182154330738522e-10
foldl' (+)/100/Seq,2.6287986794153655e-7,2.624664009454505e-7,2.6339621630509383e-7,1.5549171798673698e-9,1.1887938587588267e-9,2.118431705477602e-9
foldl' (+)/1000/[],1.3957543764866517e-6,1.3946803203979549e-6,1.4000881453149654e-6,5.643538901832931e-9,2.2761471450382193e-9,1.1721742986777483e-8
foldl' (+)/1000/Vector,1.1099500629290142e-6,1.1090375601493056e-6,1.111290094774684e-6,3.614938707017764e-9,2.679558479858211e-9,4.972012840110765e-9
foldl' (+)/1000/PVector,6.281403816065418e-7,6.277416884943133e-7,6.286241382525224e-7,1.423349717323786e-9,1.151004669553135e-9,1.8071439597324558e-9
foldl' (+)/1000/Seq,2.7034288726769986e-6,2.7012984715874465e-6,2.7058564989674117e-6,7.779655749432421e-9,6.1857533266570896e-9,1.0511949177527323e-8
foldl' (+)/10000/[],1.6521964754139393e-5,1.6514948419319942e-5,1.653251988262501e-5,2.830126007947979e-8,2.0939062914762628e-8,3.6775682753685366e-8
foldl' (+)/10000/Vector,1.116799772358824e-5,1.1160284823271486e-5,1.1180792855580693e-5,3.329431724125274e-8,2.3933605653185087e-8,4.421899181715067e-8
foldl' (+)/10000/PVector,6.388182200785246e-6,6.3817308928408505e-6,6.397237728033555e-6,2.57256137425143e-8,1.9181653034713344e-8,3.4656085740865474e-8
foldl' (+)/10000/Seq,2.690837192043354e-5,2.689210545987115e-5,2.6929249629756305e-5,6.041942815800137e-8,4.7211082162974146e-8,7.510436483440582e-8
foldr (:) []/100/[],1.4185244443228418e-7,1.417447734146754e-7,1.420012298823026e-7,4.043769834131448e-10,3.340436762929089e-10,5.129186868387116e-10
foldr (:) []/100/Vector,4.3513274963678473e-7,4.346471677331975e-7,4.3589202072013e-7,2.0335930517677015e-9,1.427219631862323e-9,2.695488566172682e-9
foldr (:) []/100/PVector,8.411395960480009e-7,8.403434794605956e-7,8.422366474863374e-7,3.099066696143986e-9,2.3682014423233696e-9,4.2710021148566896e-9
foldr (:) []/100/Seq,3.1342485710126877e-7,3.131390938719313e-7,3.137492547741286e-7,1.0690612145371459e-9,8.825563510920499e-10,1.4037741230184434e-9
foldr (:) []/1000/[],1.3622831527220394e-6,1.360933660229262e-6,1.3639019196875693e-6,4.837110519286806e-9,3.799629939611652e-9,6.110937910126804e-9
foldr (:) []/1000/Vector,4.2774253968580725e-6,4.27452670176338e-6,4.281017588377966e-6,1.0156178570493752e-8,7.04157843881543e-9,1.3981583507842543e-8
foldr (:) []/1000/PVector,7.513749928345784e-6,7.508169268417026e-6,7.523158136823058e-6,2.4563294984964137e-8,1.4230745324463877e-8,4.067180445983567e-8
foldr (:) []/1000/Seq,3.4458602598952027e-6,3.4292890697168e-6,3.4790130925587073e-6,7.681005059253918e-8,5.1561526977550616e-8,1.0953720045068064e-7
foldr (:) []/10000/[],1.337053548119648e-5,1.3305082197753648e-5,1.3598889053137576e-5,3.680138621265346e-7,9.946837936333883e-8,7.471368055135726e-7
foldr (:) []/10000/Vector,4.299253009307462e-5,4.249813405059018e-5,4.436187497170638e-5,2.5144018928491667e-6,1.4236112487310034e-6,4.323969784924419e-6
foldr (:) []/10000/PVector,7.571577987765119e-5,7.565911913253903e-5,7.580622052454742e-5,2.3368073436404783e-7,1.5563923443401612e-7,3.665676188846646e-7
foldr (:) []/10000/Seq,3.310132982124242e-5,3.308368843975126e-5,3.312799211828952e-5,7.386056772488621e-8,5.467421982109673e-8,1.0910771172875091e-7
map (+1)/100/[],9.715334155482458e-7,9.685272569846823e-7,9.80867756077949e-7,1.643131207531692e-8,5.337867743157588e-9,3.276635562324587e-8
map (+1)/100/Vector,5.925507477861674e-7,5.777334186703401e-7,6.103255661833081e-7,5.476773742518399e-8,4.060298693787125e-8,6.475714119534137e-8
map (+1)/100/PVector,1.3511172105197013e-6,1.3496587902872524e-6,1.352825515521314e-6,5.266564100925246e-9,4.5937248008463055e-9,6.281912532653283e-9
map (+1)/100/Seq,9.400177670101051e-7,9.391683223865345e-7,9.410680565187886e-7,3.146211074758316e-9,2.5519652132243295e-9,3.736348581938794e-9
map (+1)/1000/[],9.599401004430451e-6,9.580220326409125e-6,9.673692508530392e-6,1.0599314464509399e-7,3.01083693097585e-8,2.342343083432157e-7
map (+1)/1000/Vector,5.7985551380629375e-6,5.795031837461383e-6,5.8041529086202535e-6,1.4659888098252977e-8,1.0122978891033495e-8,2.407436515128899e-8
map (+1)/1000/PVector,1.1285738459546003e-5,1.1276214070336724e-5,1.1320230868204106e-5,5.506942864180569e-8,1.4497552013367978e-8,1.1433484207693728e-7
map (+1)/1000/Seq,9.608347667309125e-6,9.575366543501708e-6,9.74786855699828e-6,1.8534085129567512e-7,3.524462482577844e-8,4.190203709018379e-7
map (+1)/10000/[],9.737981518239235e-5,9.673402402880356e-5,9.87916451769518e-5,2.947957779643862e-6,1.4598124538527641e-6,5.228114820263359e-6
map (+1)/10000/Vector,6.431114995078904e-5,6.330512233467188e-5,6.712931135932615e-5,5.0020707939258885e-6,1.6289284108095756e-6,8.510851572644006e-6
map (+1)/10000/PVector,1.2186069898913472e-4,1.216152245741821e-4,1.2225988566619375e-4,1.0040905123459852e-6,6.843761782048152e-7,1.5722298573325588e-6
map (+1)/10000/Seq,9.655412555890519e-5,9.645110878971801e-5,9.666817643611821e-5,3.7958261419651225e-7,3.092894565229627e-7,4.7378100102942463e-7
filter even/100/[],4.876970199099696e-7,4.811391094284768e-7,5.050264656302445e-7,3.311316954779378e-8,1.0818553566832409e-8,6.192886192032215e-8
filter even/100/Vector,2.770203045925192e-7,2.748275776437382e-7,2.823866375158093e-7,1.0971964111756914e-8,6.0023813894539035e-9,1.9783045172297877e-8
filter even/100/PVector,1.0485717671864791e-6,1.047999954864429e-6,1.0493617130619278e-6,2.2066340361925328e-9,1.6767797570321908e-9,2.8741892614261156e-9
filter even/100/Seq,8.092436881915337e-7,8.068657122746952e-7,8.129230133334307e-7,1.0829119792581195e-8,5.762400043612352e-9,1.5884093886501812e-8
filter even/1000/[],4.737007326103847e-6,4.725504058088943e-6,4.7541320043977866e-6,4.543622716056454e-8,3.4373449079531894e-8,6.94969800638463e-8
filter even/1000/Vector,2.592234482435466e-6,2.578861115977668e-6,2.647170637845005e-6,7.769335472631767e-8,2.057561089283403e-8,1.7365847108186303e-7
filter even/1000/PVector,9.339211315663256e-6,9.32616902993316e-6,9.369703716221698e-6,6.636062276472366e-8,3.2751004221327685e-8,1.182792419397791e-7
filter even/1000/Seq,8.564677427708409e-6,8.554385680812465e-6,8.578577355246226e-6,4.0563500770980094e-8,3.1972094081812246e-8,5.702303805366678e-8
filter even/10000/[],4.694363881575206e-5,4.688336873696705e-5,4.703842888711888e-5,2.630898468488802e-7,1.7941462400698522e-7,4.245820838393799e-7
filter even/10000/Vector,2.504003925752359e-5,2.4971759720238967e-5,2.521995642666674e-5,3.31873456490874e-7,1.6310151004629903e-7,6.055878560904339e-7
filter even/10000/PVector,1.1452459955527648e-4,1.1444878122149627e-4,1.1465259308075092e-4,3.2560872027984484e-7,2.463910012354577e-7,4.792386977794456e-7
filter even/10000/Seq,8.932501642369804e-5,8.91821492081916e-5,8.969619509206505e-5,7.18587023122959e-7,3.253978360738389e-7,1.3700218568557126e-6
filter (> 0) (keeps all)/100/[],6.693924450766085e-7,6.674396340083368e-7,6.769415590900039e-7,1.0828977585761262e-8,2.585715199991046e-9,2.2239452886625917e-8
filter (> 0) (keeps all)/100/Vector,3.1026088878356394e-7,3.0926867462197033e-7,3.132367046889483e-7,4.90414710815093e-9,1.9047400124308663e-9,9.410143197293424e-9
filter (> 0) (keeps all)/100/PVector,1.5616685387934338e-6,1.5535918512923261e-6,1.6003487362082985e-6,4.576555994789426e-8,1.8162560983928772e-8,9.80501791297679e-8
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
snoc (build n)/100/[] (++ [x]),2.077381756678859e-5,2.070000755134688e-5,2.093798726302502e-5,2.490303349854382e-7,1.1409807236003066e-7,4.4643509318604666e-7
snoc (build n)/100/Vector snoc,3.935182489671872e-6,3.918984606624407e-6,3.954783132669815e-6,4.3406354322866293e-8,3.302923410954494e-8,6.759442193310614e-8
filter (> 0) (keeps all)/100/Seq,1.202932904985031e-6,1.2014605536895685e-6,1.2052227067842247e-6,6.1866817117752516e-9,4.115850963252546e-9,8.950543196872482e-9
snoc (build n)/100/PVector snoc,1.82299554006135e-6,1.8211477414361939e-6,1.8254640363115388e-6,5.5721459416846275e-9,3.998027276971506e-9,8.576118497571474e-9
snoc (build n)/100/Seq |>,1.231007434337444e-6,1.2249035338872271e-6,1.2447366026808323e-6,2.248311313300627e-8,1.0490535152155061e-8,4.0051726222103896e-8
filter (> 0) (keeps all)/1000/[],6.644357732757509e-6,6.639379026150312e-6,6.6520857531336894e-6,2.085766312724862e-8,1.490197243790238e-8,3.3582523278913895e-8
snoc (build n)/1000/[] (++ [x]),2.8558076400307087e-3,2.8418673718972605e-3,2.883437595570687e-3,4.846841211175395e-5,2.1342112871103624e-5,7.831549028175116e-5
snoc (build n)/1000/Vector snoc,2.957171036894111e-4,2.943302442322473e-4,2.991598800716831e-4,5.397266926167927e-6,2.3336208888312777e-6,1.0007562148627626e-5
snoc (build n)/1000/PVector snoc,1.7786031822632805e-5,1.7777277316116396e-5,1.7798977410377255e-5,2.750010694798582e-8,2.1870902212733936e-8,3.941431195623813e-8
filter (> 0) (keeps all)/1000/Vector,3.0196476673201578e-6,3.0161439055533143e-6,3.0243484347909743e-6,1.3658008619303674e-8,9.684946858137886e-9,1.9675837826104028e-8
snoc (build n)/1000/Seq |>,1.3407609486201855e-5,1.3400411160139186e-5,1.3417367766084032e-5,2.13142301461914e-8,1.431393582051273e-8,3.494800878225209e-8
filter (> 0) (keeps all)/1000/PVector,1.3202212222536767e-5,1.318651600247019e-5,1.3221979159282725e-5,5.897284087486494e-8,4.560494479920225e-8,7.392017852675184e-8
filter (> 0) (keeps all)/1000/Seq,1.272701149918015e-5,1.2716357473523308e-5,1.2736487988886997e-5,3.2962328962312384e-8,2.6598710276874248e-8,4.2062697442427216e-8
snoc (build n)/10000/[] (++ [x]),0.5641096441874917,0.5626226731876045,0.5656355746872919,1.6802523756813616e-3,6.276563748315311e-4,2.3193326558484106e-3
snoc (build n)/10000/Vector snoc,3.375704219152008e-2,3.362261584759381e-2,3.390066357572294e-2,2.2794137501801743e-4,1.5731525754010992e-4,3.040658201448629e-4
snoc (build n)/10000/PVector snoc,1.9404359095083238e-4,1.9354353439737467e-4,1.9474636626306427e-4,1.5845828196544775e-6,1.113809243370123e-6,1.94732140232274e-6
filter (> 0) (keeps all)/10000/[],6.542594879725129e-5,6.534806835402297e-5,6.552938705565725e-5,2.875440280178091e-7,2.220399730557479e-7,3.7542423202633966e-7
snoc (build n)/10000/Seq |>,1.5225554745159093e-4,1.5181138722737293e-4,1.5289780436767998e-4,1.4115081439938574e-6,1.0884610898392532e-6,1.9191638267307383e-6
fromList/100/Vector,4.4568193667224896e-7,4.4453670996995305e-7,4.488320766638361e-7,4.499894854225239e-9,1.6601888121120627e-9,8.512025716535705e-9
filter (> 0) (keeps all)/10000/Vector,3.07884302732564e-5,3.0682210279578515e-5,3.093557395934777e-5,4.2383659254108654e-7,3.2690133620534575e-7,5.572207519873878e-7
fromList/100/PVector,8.562449017023368e-7,8.544276634833956e-7,8.588190621297385e-7,5.493009393269286e-9,4.12157194179401e-9,7.273728990579563e-9
fromList/100/Seq,5.049176295091989e-7,5.044218680821408e-7,5.056507022123853e-7,1.5266952276327288e-9,1.0423608232410717e-9,2.3907527269460246e-9
fromList/1000/Vector,4.228457865416019e-6,4.221890943897834e-6,4.2378852273218365e-6,2.08312231638051e-8,1.56145088121752e-8,2.6157970396538526e-8
filter (> 0) (keeps all)/10000/PVector,1.7403985150320203e-4,1.7310712719072587e-4,1.7733452209458444e-4,5.374144093018848e-6,5.883744483295422e-7,1.1220339760654743e-5
fromList/1000/PVector,7.200672250924014e-6,7.155414594313732e-6,7.4057769726642545e-6,1.8696612505104883e-7,3.219418825776544e-8,3.8771838120134903e-7
fromList/1000/Seq,5.60118855869659e-6,5.590658478185507e-6,5.61337706481618e-6,2.9295252516477145e-8,2.3829792790084175e-8,3.535171420185168e-8
filter (> 0) (keeps all)/10000/Seq,1.3890702408087858e-4,1.3797526344929166e-4,1.424700561027914e-4,5.703337319667473e-6,8.729383472630173e-7,1.1985746342238982e-5
fromList/10000/Vector,5.1079484997966664e-5,5.1028594418922504e-5,5.113425672237433e-5,1.3609838160763887e-7,1.1298618148369705e-7,1.7831520863409731e-7
fromList/10000/PVector,7.521184915409473e-5,7.509131867009162e-5,7.551004776093322e-5,4.682713588712717e-7,1.9914412648289608e-7,9.183213321606426e-7
fromList/10000/Seq,5.750313520488146e-5,5.7297623369557264e-5,5.774762311109422e-5,5.600567837947818e-7,4.537258628294198e-7,6.929320401925703e-7
filter even (whnf)/100/Vector,2.3601971262803367e-7,2.3539575278462663e-7,2.3696547493657323e-7,2.4749327721447536e-9,1.7932131000057483e-9,3.7095424126038274e-9
index (middle)/100/[] (!!),4.9152208944168306e-8,4.8977972437986153e-8,4.932862484329427e-8,4.3043088905050814e-10,3.447285760480412e-10,5.841193548157614e-10
index (middle)/100/Vector,8.725966124827947e-9,8.680276635616598e-9,8.788961974639193e-9,1.3239992350135744e-10,1.028139749668184e-10,1.6425115675089489e-10
filter even (whnf)/100/PVector,8.352576421614428e-7,8.325242788058272e-7,8.383043010100658e-7,9.593744426471427e-9,7.70806397001302e-9,1.215577333384362e-8
index (middle)/100/PVector,1.2433447051216393e-8,1.2377266816453732e-8,1.2479026002791202e-8,1.4506987633784246e-10,1.1635365841014742e-10,1.8590099588845168e-10
index (middle)/100/Seq,2.737634014236796e-8,2.726841405169061e-8,2.7528060120207315e-8,2.9972961801494336e-10,2.367842281347975e-10,4.049738879865205e-10
index (middle)/1000/[] (!!),6.366926464555194e-7,6.328471471767414e-7,6.416085398412503e-7,1.0868572439143827e-8,7.94008839855816e-9,1.5280170774217108e-8
filter even (whnf)/1000/Vector,2.227757545005274e-6,2.2098118104151616e-6,2.2447615664752945e-6,5.6751377876477904e-8,4.795542516459567e-8,6.764285388507477e-8
index (middle)/1000/Vector,8.357527712971206e-9,8.325465084335586e-9,8.396064198185091e-9,9.167144704202188e-11,6.58474912276668e-11,1.22788502647948e-10
index (middle)/1000/PVector,1.1928743923879174e-8,1.1839455204465538e-8,1.2017448892632026e-8,2.2559090537871357e-10,1.9014161857823023e-10,2.8424377829416594e-10
filter even (whnf)/1000/PVector,7.093385342067618e-6,7.062833308773375e-6,7.130223932300737e-6,1.1744445810894933e-7,9.405429305099937e-8,1.5732578721981636e-7
index (middle)/1000/Seq,4.2091081012844354e-8,4.1861586779211127e-8,4.233463504059221e-8,6.07018760362257e-10,4.6046083046705725e-10,8.220873400644734e-10
index (middle)/10000/[] (!!),6.689772571170765e-6,6.669725370618293e-6,6.726531174262818e-6,6.556968588102206e-8,3.5829994747461884e-8,9.679297426331795e-8
index (middle)/10000/Vector,8.246665359203054e-9,8.229166887555722e-9,8.285770827964724e-9,6.290606035545363e-11,3.135056042337929e-11,1.0976443855832894e-10
filter even (whnf)/10000/Vector,2.0991962574229762e-5,2.0906722183895557e-5,2.1103197100402596e-5,3.235906229105047e-7,2.5005841740365957e-7,4.370079588465869e-7
index (middle)/10000/PVector,1.2212340161373277e-8,1.2178632062025767e-8,1.2271092730250069e-8,1.1371254748479187e-10,6.542750615032215e-11,1.9299322368380985e-10
index (middle)/10000/Seq,5.529737133750507e-8,5.507884281052779e-8,5.550527962039235e-8,5.488436298201707e-10,4.217369040822162e-10,7.655119973333317e-10
filter even (whnf)/10000/PVector,8.980787343289371e-5,8.965238155383344e-5,9.0095377274799e-5,6.753055666403672e-7,4.194457767006852e-7,1.089206011842289e-6
head/100/[],8.268038666250595e-9,8.252742656504943e-9,8.28862581684744e-9,4.4275880569595757e-11,3.237159811396071e-11,5.968105145428068e-11
head/100/Vector,8.125226319611826e-9,8.08506062563479e-9,8.180267638626892e-9,1.2262440814930346e-10,1.0081462587429095e-10,1.6981621024112156e-10
head/100/PVector,1.1174032280822082e-8,1.11329905419567e-8,1.1219654066212075e-8,1.1493485178901623e-10,8.052790083320814e-11,1.607076330492403e-10
"filter (> 0) (keeps all, whnf)/100/Vector",2.1735680339645836e-7,2.1650345158681025e-7,2.1848044433787944e-7,3.31513922836447e-9,2.6888480171114792e-9,4.032002264933501e-9
head/100/Seq,1.0924507912225417e-8,1.0887299815468557e-8,1.0964261238807179e-8,9.148172935509273e-11,7.478954867498655e-11,1.1381351680444887e-10
head/1000/[],8.24899978294067e-9,8.235947367753143e-9,8.262312407210272e-9,3.2342344128180086e-11,2.611098233631416e-11,4.1515054707517257e-11
"filter (> 0) (keeps all, whnf)/100/PVector",1.0289061291293389e-6,1.025423647128265e-6,1.0333931253896653e-6,1.3621968461839502e-8,1.0981424145629907e-8,1.8904264104637586e-8
head/1000/Vector,8.032467697919188e-9,8.02274154680551e-9,8.043503850053403e-9,2.7862877501583135e-11,2.1593589566242498e-11,3.6079447237865605e-11
head/1000/PVector,1.138406777218439e-8,1.1306763667317261e-8,1.1465550615499823e-8,1.939012129857576e-10,1.5801193806507396e-10,2.7249887347477376e-10
head/1000/Seq,1.0850388285522648e-8,1.081956090354253e-8,1.088966912159258e-8,8.60824430115858e-11,6.39765382858735e-11,1.2355083599853268e-10
"filter (> 0) (keeps all, whnf)/1000/Vector",2.0702273627728532e-6,2.0615082443883946e-6,2.0831228291738774e-6,3.5870682331460445e-8,2.74103546075343e-8,4.8607503023496646e-8
head/10000/[],8.259960803910197e-9,8.234160726149965e-9,8.292483636234443e-9,7.320436400620255e-11,5.4870962112658846e-11,9.650617101180213e-11
head/10000/Vector,8.04978709346116e-9,8.031190680916376e-9,8.087207979400003e-9,6.280804041993148e-11,3.3486016261463545e-11,1.0956244076544084e-10
"filter (> 0) (keeps all, whnf)/1000/PVector",8.385873250452614e-6,8.368622628142042e-6,8.40802949072803e-6,6.740519300998282e-8,5.599966052090125e-8,8.418741772701279e-8
head/10000/PVector,1.177408982815385e-8,1.1660190790562352e-8,1.1957947459800425e-8,3.4761204060154796e-10,2.3504571437313965e-10,4.596160081431355e-10
head/10000/Seq,1.086370556987349e-8,1.0817907713975705e-8,1.0938192848667802e-8,1.401858644604383e-10,9.628272504559027e-11,2.3549213130205813e-10
last/100/[],1.1137564176916248e-7,1.1120775286425323e-7,1.116133881283336e-7,4.895572220564625e-10,3.366948166535257e-10,7.113410316238169e-10
"filter (> 0) (keeps all, whnf)/10000/Vector",2.3288892170950905e-5,2.3198466419253186e-5,2.3412889467880943e-5,3.6249183143978097e-7,2.554932387312751e-7,4.92556280127113e-7
last/100/Vector,8.512438150921466e-9,8.490315716146809e-9,8.540702763835706e-9,6.093622268737427e-11,4.214092076747257e-11,7.957494784647899e-11
last/100/PVector,8.777477800980505e-9,8.765171498479183e-9,8.791713208031654e-9,3.252871526036277e-11,2.4113864316868015e-11,4.4036012404384086e-11
"filter (> 0) (keeps all, whnf)/10000/PVector",1.242706860504967e-4,1.2405632871523203e-4,1.2459488225011826e-4,8.764564983445488e-7,6.610603811756803e-7,1.1276929225075885e-6
last/100/Seq,1.0824071095726988e-8,1.0791987177899947e-8,1.086532521747991e-8,9.166921675722029e-11,7.352932452031689e-11,1.309625841724806e-10
last/1000/[],1.2805303840575167e-6,1.2777660289028601e-6,1.284429140150633e-6,8.279333848439663e-9,5.951562622642683e-9,1.1349604824379966e-8
last/1000/Vector,8.502456243691267e-9,8.48483877914713e-9,8.521417381473143e-9,4.734676573714965e-11,3.6310687919779926e-11,6.559494892279975e-11
reverse/100/[],3.285401140529543e-7,3.278276545763476e-7,3.2968355796236226e-7,3.011581729047155e-9,2.4251958446889043e-9,4.193503991263043e-9
last/1000/PVector,8.74641492277754e-9,8.723949319418137e-9,8.78046469281123e-9,7.2063516591799e-11,5.0657393699162164e-11,9.787612554145759e-11
last/1000/Seq,1.0751349467520097e-8,1.0741215518776192e-8,1.0766919429532683e-8,3.311610872232297e-11,2.34594808177628e-11,4.4331968725677734e-11
reverse/100/Vector,2.4591372313967993e-7,2.453499530371798e-7,2.468093843389211e-7,2.2532594854172504e-9,1.5826140872579265e-9,3.5562679599755024e-9
last/10000/[],1.5407152750333876e-5,1.5380892619170197e-5,1.5453398379299685e-5,8.500212556093641e-8,4.9900512034348524e-8,1.369537235577389e-7
last/10000/Vector,8.45898068702592e-9,8.455081118146006e-9,8.468346930168478e-9,1.4326681590183511e-11,7.577877435709919e-12,2.577847834860978e-11
last/10000/PVector,8.768058509721124e-9,8.752013712405283e-9,8.792196347792524e-9,4.89060945717181e-11,3.1879697858348394e-11,7.751711460006301e-11
reverse/100/PVector,1.4015939549953983e-6,1.3977820296818235e-6,1.4067995022131013e-6,1.458932402610189e-8,1.1138915317190556e-8,1.8575863710655557e-8
last/10000/Seq,1.0809736797884414e-8,1.0787361044022312e-8,1.0836115919772471e-8,5.769011378368027e-11,4.809050908633483e-11,6.880769413740145e-11
"update (single, middle, nf)/100/Vector",1.6496481839475218e-7,1.647836250235899e-7,1.6516817744558816e-7,4.636226517020462e-10,3.767725802607209e-10,5.852157016324479e-10
reverse/100/Seq,9.926540075763961e-7,9.910892212410013e-7,9.942748551419349e-7,5.08497662769164e-9,4.150169585015938e-9,6.474550085262712e-9
"update (single, middle, nf)/100/PVector",5.512219452055324e-7,5.503274091454605e-7,5.523659870386259e-7,2.6623120354779778e-9,2.0152447751761515e-9,3.3133083262196665e-9
"update (single, middle, nf)/100/Seq",3.346504938449682e-7,3.3403719204653104e-7,3.354427729893679e-7,1.6908893328358645e-9,1.2018286237743331e-9,2.2777943429015967e-9
reverse/1000/[],3.558263296112028e-6,3.5532345365954265e-6,3.5643448949046006e-6,1.769794570519593e-8,1.439323049055656e-8,2.3517541555873328e-8
"update (single, middle, nf)/1000/Vector",1.4742297645471972e-6,1.469084653986956e-6,1.4785433133347413e-6,1.2237549188177546e-8,9.72607530776302e-9,1.6309117230875712e-8
"update (single, middle, nf)/1000/PVector",4.885761462186849e-6,4.872624142574273e-6,4.914083700881318e-6,4.703640099563803e-8,2.5888312663995216e-8,8.371560038456946e-8
"update (single, middle, nf)/1000/Seq",3.1971954781486403e-6,3.1897697809669254e-6,3.208512409243843e-6,2.299836062752728e-8,1.701135433735129e-8,3.160470633226091e-8
reverse/1000/Vector,2.4151149342981308e-6,2.4020236917970624e-6,2.438101114601303e-6,5.750513844020262e-8,3.9346410295689096e-8,8.262775815227045e-8
"update (single, middle, nf)/10000/Vector",1.620268764917753e-5,1.6034287500019135e-5,1.6440602326160372e-5,4.775755035621004e-7,3.635591267972329e-7,6.377021906630964e-7
"update (single, middle, nf)/10000/PVector",4.8588367106965984e-5,4.846197710618451e-5,4.8722592377733684e-5,3.322998398200655e-7,2.784491753759542e-7,4.0920096122202494e-7
reverse/1000/PVector,1.146679381018287e-5,1.1431269236681065e-5,1.1516279316984124e-5,1.4214626772190243e-7,1.1377406468035567e-7,1.802776903480536e-7
"update (single, middle, nf)/10000/Seq",3.169595211000938e-5,3.152570906590289e-5,3.192393482294024e-5,4.703861333632477e-7,3.7046995652461203e-7,6.074158422450358e-7
"update (single, middle, whnf)/100/Vector",7.238867218630212e-8,7.193535175771599e-8,7.291161279533526e-8,1.1891044708374799e-9,8.292721903932094e-10,1.643796483615225e-9
"update (single, middle, whnf)/100/PVector",3.364602134362505e-8,3.357510074282753e-8,3.3736950194789695e-8,2.0160118104319287e-10,1.5860252387095244e-10,2.710970555687613e-10
reverse/1000/Seq,1.0131758301114924e-5,1.0095357512505954e-5,1.0169437446603479e-5,1.236811254282289e-7,1.0344007893861133e-7,1.6768620306470713e-7
"update (single, middle, whnf)/100/Seq",4.1937810992578056e-8,4.173594308712447e-8,4.214078191512249e-8,5.328304272347384e-10,4.542183903273627e-10,6.343108244192267e-10
"update (single, middle, whnf)/1000/Vector",5.191990453088703e-7,5.1511522404754e-7,5.225574852797306e-7,9.731028939663673e-9,7.579177492025972e-9,1.340544722509447e-8
reverse/10000/[],3.942766969708003e-5,3.935880541581636e-5,3.953014480208873e-5,2.922953091051374e-7,2.2649120493868555e-7,3.923397056478012e-7
"update (single, middle, whnf)/1000/PVector",3.414898213277155e-8,3.401316524921948e-8,3.433361165654765e-8,3.9288065044146556e-10,2.990360442766798e-10,5.160417960422824e-10
"update (single, middle, whnf)/1000/Seq",6.778933239320188e-8,6.76206095096292e-8,6.79670925729449e-8,4.374283957804518e-10,3.4848760769152896e-10,5.863785743198152e-10
"update (single, middle, whnf)/10000/Vector",6.6462099197281435e-6,6.602342144830837e-6,6.690130213876177e-6,1.1419078741151112e-7,9.313868658148849e-8,1.3795903703593053e-7
reverse/10000/Vector,2.411315844470636e-5,2.399175577986462e-5,2.4238058604470652e-5,4.306713797906373e-7,3.227109501349532e-7,6.363755017943331e-7
"update (single, middle, whnf)/10000/PVector",4.719378878479128e-8,4.7029284290809666e-8,4.7396297496891e-8,4.750632821481377e-10,3.438222715949941e-10,6.198544091001054e-10
"update (single, middle, whnf)/10000/Seq",9.463295811538032e-8,9.442930900177656e-8,9.486352697682297e-8,5.766984712533922e-10,4.3498635891869666e-10,8.289817242720834e-10
reverse/10000/PVector,1.3256081717577645e-4,1.3233639878786936e-4,1.3285504249720088e-4,8.348499181165696e-7,6.696906031800069e-7,1.1022408368023574e-6
foldl' (+)/100/[],1.4642432381466196e-7,1.4604979314341054e-7,1.4680597555241081e-7,9.800798332728347e-10,7.456861659895395e-10,1.2739298494580043e-9
foldl' (+)/100/Vector,1.1442468656258785e-7,1.1436820434311863e-7,1.1454149529801074e-7,1.8501801143710663e-10,1.0918479861370774e-10,3.2687135934482233e-10
foldl' (+)/100/PVector,9.458797573613103e-8,9.429927616281786e-8,9.498610058663317e-8,8.91500284275418e-10,6.770011972853141e-10,1.2280992224484387e-9
reverse/10000/Seq,1.0018222570649536e-4,9.990569805316588e-5,1.005599108204348e-4,1.1003538221891156e-6,8.394157789076509e-7,1.4295576086710553e-6
foldl' (+)/100/Seq,2.6287589996933395e-7,2.626359897272941e-7,2.631686945004407e-7,6.72609377636313e-10,5.23479812594768e-10,9.030599258765516e-10
